Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI,cell_line,expression_system,detection_tech,group_m1,DOI_clean,group_m2,group_m1_size
CHEMBL3409232,118298,,0,Human,Binding,Ki,=,"73,00",7.14,-3,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"505,3",9,1,4,"6,52",O=C1CCc2ccc(OCCCCN3CC=C(c4cn(Cc5ccccc5)c5ccccc45)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409233,118299,,0,Human,Binding,Ki,=,"40,00",7.4,1,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"555,2",9,1,6,"5,71",O=C1CCc2ccc(OCCCCN3CC=C(c4cn(S(=O)(=O)c5ccccc5)c5ccccc45)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409234,118300,,0,Human,Binding,Ki,=,"4,80",8.32,31,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"507,3",9,1,4,"6,61",O=C1CCc2ccc(OCCCCN3CCC(c4cn(Cc5ccccc5)c5ccccc45)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409235,118301,,0,Human,Binding,Ki,=,"70,00",7.16,2,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"467,3",11,2,4,"5,57",O=C1CCc2ccc(OCCCCNCCc3cn(Cc4ccccc4)c4ccccc34)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409236,118302,,0,Human,Binding,Ki,=,"120,00",6.92,-2,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"517,2",11,2,6,"4,75",O=C1CCc2ccc(OCCCCNCCc3cn(S(=O)(=O)c4ccccc4)c4ccccc34)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409237,118303,,0,Human,Binding,Ki,=,"20,00",7.7,-1,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"508,3",9,1,5,"5,56",O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4ccccc4)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409238,118304,,0,Human,Binding,Ki,=,"1,30",8.89,-3,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"558,2",9,1,7,"4,74",O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409239,118305,,0,Human,Binding,Ki,=,"11,00",7.96,4,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"526,3",9,1,5,"5,70",O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4ccccc4F)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409240,118306,,0,Human,Binding,Ki,=,"6,10",8.21,3,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"526,3",9,1,5,"5,70",O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(F)c4)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409241,118307,,0,Human,Binding,Ki,=,"12,00",7.92,8,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"526,3",9,1,5,"5,70",O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4ccc(F)cc4)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409242,118308,,0,Human,Binding,Ki,=,"1,30",8.89,5,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"542,2",9,1,5,"6,21",O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409243,118309,,0,Human,Binding,Ki,=,"31,00",7.51,19,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"465,2",9,1,4,"5,35",NC(=O)c1ccccc1OCCCN1CC=C(c2cn(Cc3ccccc3)c3ccccc23)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409244,118310,,0,Human,Binding,Ki,=,"160,00",6.8,-4,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"515,2",9,1,6,"4,54",NC(=O)c1ccccc1OCCCN1CC=C(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409245,118311,,0,Human,Binding,Ki,=,"29,00",7.54,16,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"467,3",9,1,4,"5,44",NC(=O)c1ccccc1OCCCN1CCC(c2cn(Cc3ccccc3)c3ccccc23)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409246,118312,,0,Human,Binding,Ki,=,"62,00",7.21,-1,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"517,2",9,1,6,"4,63",NC(=O)c1ccccc1OCCCN1CCC(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409247,118313,,0,Human,Binding,Ki,=,"270,00",6.57,2,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"427,2",11,2,4,"4,39",NC(=O)c1ccccc1OCCCNCCc1cn(Cc2ccccc2)c2ccccc12,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409248,118314,,0,Human,Binding,Ki,=,"180,00",6.75,-2,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"477,2",11,2,6,"3,58",NC(=O)c1ccccc1OCCCNCCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409249,118315,,0,Human,Binding,Ki,=,"95,00",7.02,-3,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"468,3",9,1,5,"4,38",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2ccccc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409250,118316,,0,Human,Binding,Ki,=,"21,00",7.68,1,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"486,2",9,1,5,"4,52",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2ccccc2F)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409251,118317,,0,Human,Binding,Ki,=,"45,00",7.35,-4,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"486,2",9,1,5,"4,52",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2cccc(F)c2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409252,118318,,0,Human,Binding,Ki,=,"44,00",7.36,1,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"486,2",9,1,5,"4,52",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2ccc(F)cc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409253,118319,,0,Human,Binding,Ki,=,"76,00",7.12,-6,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"502,2",9,1,5,"5,03",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2cccc(Cl)c2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409254,118320,,0,Human,Binding,Ki,=,"23,00",7.64,-10,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"544,2",8,1,7,"4,35",O=C1CCc2ccc(OCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409255,118321,,0,Human,Binding,Ki,=,"220,00",6.66,-57,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"515,2",8,0,7,"5,22",O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCOc4ccc5ccoc5c4)CC3)cccc21,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409256,118322,,0,Human,Binding,Ki,=,"6,30",8.2,-63,10,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"518,2",9,1,7,"3,57",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409256,118322,,0,Human,Binding,Ki,=,"6,30",8.2,-63,10,Displacement of [3H]methylspiperone from human D2S receptor expressed in HEK293 cells,ChEMBL,"518,2",9,1,7,"3,57",NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,1290
CHEMBL3409257,118323,,0,Human,Binding,Ki,=,"78,00",7.11,-27,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"532,2",10,1,7,"3,96",NC(=O)c1ccccc1OCCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409258,118324,,0,Human,Binding,Ki,=,"110,00",6.96,-64,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"533,2",10,0,7,"5,26",CC(C)Oc1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409259,118325,,0,Human,Binding,Ki,=,"120,00",6.92,-10,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"547,3",11,0,7,"5,65",CC(C)Oc1ccccc1OCCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409260,118326,,0,Human,Binding,Ki,=,"290,00",6.54,-38,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"475,2",8,0,6,"4,47",O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCOc4ccccc4)CC3)cccc21,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409261,118327,,0,Human,Binding,Ki,=,"62,00",7.21,-3,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"489,2",9,0,6,"4,86",O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCOc4ccccc4)CC3)cccc21,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409262,118328,,0,Human,Binding,Ki,=,"67,00",7.17,-12,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"493,2",8,0,6,"4,61",O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCOc4ccc(F)cc4)CC3)cccc21,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL3409263,118329,,0,Human,Binding,Ki,=,"47,00",7.33,-6,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"507,2",9,0,6,"5,00",O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCOc4ccc(F)cc4)CC3)cccc21,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL341225,118523,,0,Human,Binding,Ki,=,"5730,00",5.24,-213,3,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,ChEMBL,"363,1",9,1,3,"4,20",Cc1ccc(OCCNCCCOc2ccc(Br)cc2)cc1,https://dx.doi.org/10.1021/jm970422s,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm970422s,human|binding|chembl|https://dx.doi.org/10.1021/jm970422s,790
CHEMBL342001,118844,,0,Human,Binding,Ki,=,"4300,00",5.37,-117,4,Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells,ChEMBL,"350,1",3,1,3,"4,01",N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(Cl)cc4)CC3)c2c1,https://dx.doi.org/10.1021/jm0009989,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm0009989,human|binding|chembl|https://dx.doi.org/10.1021/jm0009989,1873
CHEMBL342001,118844,,0,Human,Binding,Ki,=,"2600,00",5.58,-117,4,Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells,ChEMBL,"350,1",3,1,3,"4,01",N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(Cl)cc4)CC3)c2c1,https://dx.doi.org/10.1021/jm0009989,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm0009989,human|binding|chembl|https://dx.doi.org/10.1021/jm0009989,1873
CHEMBL342060,118850,,0,Human,Binding,Ki,=,"58,00",7.24,-38,6,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,ChEMBL,"407,2",8,1,6,"2,67",COc1ccccc1N1CCN(CCCCNC(=O)c2ccn3nccc3c2)CC1,https://dx.doi.org/10.1016/j.bmc.2015.07.050,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmc.2015.07.050,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2015.07.050,1873
CHEMBL3423328,119000,,0,Human,Binding,Ki,=,"700,00",6.16,-346,3,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by microbeta plate reader based method,ChEMBL,"451,2",6,1,10,"0,99",Cn1c(=O)c2c(nc3n(CCCCN4CCN(c5ccccc5O)CC4)ccn23)n(C)c1=O,https://dx.doi.org/10.1016/j.ejmech.2015.04.046,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2015.04.046,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2015.04.046,294
CHEMBL3423329,119001,,0,Human,Binding,Ki,=,"265,00",6.58,-37,3,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by microbeta plate reader based method,ChEMBL,"465,2",7,1,10,"1,38",Cn1c(=O)c2c(nc3n(CCCCCN4CCN(c5ccccc5O)CC4)ccn23)n(C)c1=O,https://dx.doi.org/10.1016/j.ejmech.2015.04.046,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2015.04.046,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2015.04.046,294
