Common name,Smiles,Activity Type,p-value (-log)
CHEMBL396092,OC1(c2cccc(Cl)c2)CCN(Cc2c[nH]c3ccccc23)CC1,Ki,6.89
CHEMBL388897,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCC(c3ccccc3OC3CC3)CC2)CC1,Ki,6.89
CHEMBL233410,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(Cl)cc3F)CC2)CC1,Ki,6.89
CHEMBL2207639,COc1ccccc1N1CCN(Cc2cc(CN3CCOCC3)c3cccccc2-3)CC1,Ki,6.89
CHEMBL149233,O=C1COc2cc(CN3CCN(c4ccccc4)CC3)ccc2N1,Ki,6.89
CHEMBL326250,CCC1(CC)Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,6.89
CHEMBL5415335,COc1ccccc1N1CCN(CCCNC(=O)Nc2ccc(-c3ccccc3)cc2)CC1,Ki,6.89
CHEMBL2386609,C=Cc1ccc(C(=O)NCCCCN2CCCN(c3ccccc3OC)CC2)cc1,Ki,6.89
CHEMBL298875,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,Ki,6.89
CHEMBL5422870,COCCOCCOc1ccc(NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,Ki,6.89
CHEMBL228553,O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cccc(OC(F)F)c1,Ki,6.89
CHEMBL2386604,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,Ki,6.89
CHEMBL3698025,CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,Ki,6.89
CHEMBL2298813,c1ccc(N2CCN(CCCc3ccc4nc[nH]c4c3)CC2)cc1,Ki,6.89
CHEMBL376020,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(C#N)ccc3o2)CC1,Ki,6.89
CHEMBL372020,CCCN(CCC)[C@H]1CCn2c(C#N)ccc2C1,Ki,6.89
CHEMBL61195,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)no3)CC2)cc1,Ki,6.89
CHEMBL38428,CCCN(CCC)C1COc2c(O)cccc2C1,Ki,6.89
CHEMBL4859080,O=c1ccc2ccc(OCCCCNCC3CC3c3cccc(Cl)c3Cl)cc2[nH]1,Ki,6.89
CHEMBL3676923,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C12CC3CC(CC(C3)C1)C2,Ki,6.89
CHEMBL205238,CC(C)(C)c1nc(N2CCN(CCCCn3cc(Cl)ccc3=O)CC2)cc(C(F)(F)F)n1,Ki,6.89
CHEMBL26188,COc1ccccc1N1CCN(CCCCNC(=O)c2ccccc2)CC1,Ki,6.89
CHEMBL374749,O=C(NCCCCN1CCN(c2ccccc2Cl)CC1)c1ccc(-c2ccccc2)cc1,Ki,6.89
CHEMBL1180412,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(C(C)(C)C)cc2)CC1,Ki,6.89
CHEMBL350166,CN(C)CCSc1nc(-c2ccncc2)cs1,Ki,6.89
CHEMBL5200023,Cn1nc(C(=O)N2CCN(CCN3CCN(c4cccc(Cl)c4Cl)CC3)CC2)c2ccccc21,Ki,6.89
CHEMBL5196828,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,Ki,6.89
CHEMBL3286576,c1ccc(CN2CCN3c4cccc5[nH]cc(c45)CC3C2)cc1,Ki,6.89
CHEMBL211164,COc1ccccc1N1CCN(Cc2cn3cc(Br)ccc3n2)CC1,Ki,6.89
CHEMBL3664864,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C1CCS(=O)(=O)C1,Ki,6.89
CHEMBL212782,CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,Ki,6.89
CHEMBL239708,O=C1c2ccccc2C(=O)N1CCCCN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,Ki,6.89
CHEMBL5093017,C[C@H]1C[C@H](NS(=O)(=O)c2ccc(F)c(Cl)c2)CN1CCCc1noc2cc(F)ccc12,Ki,6.89
CHEMBL447476,CNc1cc(OC)c(C(=O)N[C@H]2CCCN(Cc3ccccc3)C2)cc1Cl,Ki,6.89
CHEMBL3695386,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1,Ki,6.89
CHEMBL199859,COc1ccccc1N1CCN(CCCCNC(=O)c2cc(-c3ccco3)[nH]n2)CC1,Ki,6.89
CHEMBL211836,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,Ki,6.9
CHEMBL3818047,O=C(CCCN1CCc2ccccc2C1)c1ccc(Cl)cc1,Ki,6.9
CHEMBL88058,Clc1ccccc1N1CCN(CCCOc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1,Ki,6.9
CHEMBL90746,CN(C)C(=O)c1cccnc1NCCCN1CCN(c2ccccc2-c2ccccc2)CC1,Ki,6.9
CHEMBL1193619,O=C1c2ccc(Cl)cc2CCC1C1CCN(CCc2ccccc2)CC1,Ki,6.9
CHEMBL1182728,COc1ccccc1N1CCN(CCCNC(=O)c2ccccc2I)CC1,Ki,6.9
CHEMBL4871762,COc1ccccc1C1CC1CNC/C=C/COc1ccc2ccc(=O)[nH]c2c1,Ki,6.9
CHEMBL4863992,COc1ccccc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2,Ki,6.9
CHEMBL59642,CN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(O)cccc2C1,Ki,6.9
CHEMBL52724,CNC(=O)c1cccc(-c2ccc(C(=O)NCCCCN3CCc4ccc(OS(=O)(=O)C(F)(F)F)cc4C3)cc2)c1,Ki,6.9
CHEMBL563274,CN(CCN1CCN(c2cccc(Cl)c2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,Ki,6.9
CHEMBL3217984,CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3,Ki,6.9
CHEMBL563435,COc1cccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)c1,Ki,6.9
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,6.9
Lysergide,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,6.9
CHEMBL2219727,N#Cc1ccc2c(c1)CN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3c[nH]c4ccccc34)CC1)CC2,Ki,6.9
CHEMBL383205,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCc4ccccc43)CC2)cc(C(F)(F)F)n1,Ki,6.9
CHEMBL2037521,c1cnc(N2CCN(CCCCc3nc4ccccc4s3)CC2)nc1,Ki,6.9
CHEMBL5434229,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C(F)(F)F)n3)CC2)CC1,Ki,6.9
CHEMBL4758723,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(F)cc32)CCN1C,Ki,6.9
CHEMBL5421827,COCCC(=O)N1CCC(O)(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Ki,6.9
CHEMBL246849,OC1(c2ccc(F)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,Ki,6.9
CHEMBL76090,Clc1ccc(-c2cc(C3CCN(Cc4ccccc4)CC3)[nH]n2)cc1,Ki,6.9
CHEMBL132769,CCCN(CCC)[C@@H]1CCc2c(ccc(CCc3ccc(Cl)cc3)c2OC)C1,Ki,6.9
CHEMBL145141,COc1ccc(S(=O)(=O)Cc2ccccc2)cc1-c1ccc(CN2CCCCCC2c2ccccc2)[nH]1,Ki,6.9
CHEMBL132724,CCCN(CCC)[C@H]1CCc2cc(CCc3ccc(Cl)cc3)ccc2C1,Ki,6.9
CHEMBL61717,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OC)C1,Ki,6.9
CHEMBL436157,CCCN1CC2COc3ccc(C#N)cc3C2C1,Ki,6.9
CHEMBL2386607,COc1ccccc1N1CCCN(CCCCNC(=O)c2cc3ccccc3o2)CC1,Ki,6.9
CHEMBL297960,O=C(NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1)c1ccc(-c2ccc(N3CCCC3=O)cc2)cc1,Ki,6.9
CHEMBL3039930,CS(=O)(=O)c1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccccc3F)CC1)CC2,Ki,6.9
CHEMBL61248,COc1cc2ccccc2cc1C(=O)NCC1CCN(Cc2ccccc2)CC1,Ki,6.9
CHEMBL3769534,CCOc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc(F)cc3)C2=O)CC1,Ki,6.9
CHEMBL303502,CCCN(Cc1ccco1)[C@@H]1CCc2c(cccc2OC)C1,Ki,6.9
CHEMBL3039921,CS(=O)(=O)c1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccc(C#N)cc3)CC1)CC2,Ki,6.9
CHEMBL3774588,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)n1C,Ki,6.9
CHEMBL3040339,CS(=O)(=O)c1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3cccc(F)c3)CC1)CC2,Ki,6.9
CHEMBL3774540,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)n1C,Ki,6.9
CHEMBL2386614,COc1ccccc1N1CCCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,Ki,6.9
CHEMBL1940418,Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1,Ki,6.91
CHEMBL3695394,Cc1cc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4CCO5)CC3)CC2)on1,Ki,6.91
CHEMBL4086953,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCCCCCOCCCCc2ccccc2)C1,Ki,6.91
CHEMBL3819732,Fc1ccc(SCCCN2CCc3ccccc3C2)cc1,Ki,6.91
CHEMBL605354,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(/C=N/Oc4ccccc4)c3CC[C@@H]21,Ki,6.91
CHEMBL3914195,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccccc3C(F)(F)F)C2)n1C,Ki,6.91
CHEMBL236617,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(S(C)(=O)=O)cc3)CC2)CC1,Ki,6.91
CHEMBL3423335,Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCCCN1CCN(c2ccc(Cl)cc2)CC1,Ki,6.91
CHEMBL340816,O=C(CCCN1C2CCC1CC(c1ccccc1)C2)c1ccc(F)cc1,Ki,6.91
CHEMBL3698022,O=C(CF)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,Ki,6.91
CHEMBL290546,CCCN(CCC)[C@@H]1CCc2cccc(OS(=O)(=O)C(F)(F)F)c2[C@@H]1C,Ki,6.91
CHEMBL3697988,CCC(O)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,Ki,6.91
CHEMBL5415691,CCC1(CC)CC(OCCCN2CCN(c3cccc(Cl)c3Cl)CC2)(c2ccccn2)CCO1,Ki,6.91
CHEMBL233584,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4OCC4CC4)CC3)CC2)cc1OC,Ki,6.91
CHEMBL3697986,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1(O)CCCC1,Ki,6.91
CHEMBL4740880,C[C@H]1C=C(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CCN1C,Ki,6.91
CHEMBL1189407,CCOc1ccccc1N1CCN(CCCCc2cc(-c3ccc(OC)c(OC)c3)no2)CC1,Ki,6.92
CHEMBL2112285,O=C(/C=C(\O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,Ki,6.92
CHEMBL3139054,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc3cc(OCCOCCF)ccc3[nH]2)CC1,Ki,6.92
CHEMBL5416728,COc1ccccc1N1CCN(CCCNC(=O)Nc2ccccc2-c2ccc(C(C)(C)C)cc2)CC1,Ki,6.92
(+)-sulpiride,CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,Ki,6.92
CHEMBL552373,N#Cc1cccc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)c1,Ki,6.92
CHEMBL440512,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1,Ki,6.92
CHEMBL3318839,O=C(CCCCCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,6.92
CHEMBL3800636,COc1cc(CCNCCc2ccc(O)c(O)c2)ccc1OCCCc1ccccc1,Ki,6.92
CHEMBL5425252,COc1ccccc1N1CCN(CCCNC(=O)NCc2ccccc2-c2ccccc2)CC1,Ki,6.92
CHEMBL184388,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2ccc(F)cc2)cc1,Ki,6.92
CHEMBL4087217,CCCN1CCN(c2ccc(O)c3c2OCC(=O)N3)CC1,Ki,6.92
CHEMBL69717,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,Ki,6.92
CHEMBL3286579,c1ccc(-c2ccc(CN3CCN4c5cccc6[nH]cc(c56)CC4C3)cc2)cc1,Ki,6.92
CHEMBL394473,C#Cc1cccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,Ki,6.92
CHEMBL3139064,COc1ccc2[nH]c(C(=O)NC/C=C/CN3CCN(c4ccccc4OC)CC3)cc2c1,Ki,6.92
CHEMBL3622098,CCCN(CCN1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccc(OC)cc1,Ki,6.92
CHEMBL210232,COc1ccccc1N1CCN(Cc2cn(-c3ccccc3)nn2)CC1,Ki,6.92
CHEMBL4066426,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)CC1,Ki,6.92
CHEMBL389128,CC(C)C(=O)Nc1cccc(C2CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)c1,Ki,6.92
CHEMBL3409259,CC(C)Oc1ccccc1OCCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,Ki,6.92
CHEMBL1940414,c1ccc(OCCCN2CCN(c3ccccc3)CC2)cc1,Ki,6.92
CHEMBL556313,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(F)ccc2F)CC1,Ki,6.92
CHEMBL1774547,CCCN(CCCCN1CCN(c2ccccc2OC)CC1)Cc1ccc2ccccc2c1,Ki,6.92
CHEMBL394065,FC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,Ki,6.92
CHEMBL194099,CCCN(CCC)C1CCn2ncc(Cl)c2C1,Ki,6.92
CHEMBL342060,COc1ccccc1N1CCN(CCCCNC(=O)c2ccn3nccc3c2)CC1,Ki,6.92
CHEMBL194755,COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2ccc(F)cc2)CC1,Ki,6.92
CHEMBL5411404,COc1cccc(-c2ccccc2NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,Ki,6.92
CHEMBL148352,COc1cc2c(c(C(=O)NC[C@@H]3CCCN3CCc3ccccc3)c1)OCC2,Ki,6.92
CHEMBL4060603,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCOCCCCc2ccccc2)C1,Ki,6.92
CHEMBL1221593,COc1ccccc1N1CCN(CCCCCCNC(=O)c2ccc3ccccc3c2)CC1,Ki,6.92
CHEMBL142020,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1,Ki,6.92
CHEMBL5195091,O=C(c1ccccc1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Ki,6.92
CHEMBL3104519,O=[N+]([O-])c1ccc2c(c1)C(O)C(CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,Ki,6.92
CHEMBL271513,COc1ccccc1N1CCN(Cc2ccc(OCCF)cc2)CC1,Ki,6.92
CHEMBL134701,CCN(CC)C1CCc2c(cccc2OC)C1,Ki,6.92
CHEMBL3409236,O=C1CCc2ccc(OCCCCNCCc3cn(S(=O)(=O)c4ccccc4)c4ccccc34)cc2N1,Ki,6.92
CHEMBL4520460,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(C#N)cc2)c2ccc(F)cc2)CC1,Ki,6.92
CHEMBL426863,O=C(NCCCCN1CCN(c2cccc(F)c2F)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,Ki,6.92
CP-226269,Fc1ccc2[nH]c(CN3CCN(c4ccccn4)CC3)cc2c1,Ki,6.92
CHEMBL5399270,Clc1cccc(N2CCN(CCC3(c4ccccn4)CCOCC3)CC2)c1Cl,Ki,6.92
CHEMBL2207487,CCCN1CCC(c2csc3ccccc23)CC1,Ki,6.92
CHEMBL139926,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,Ki,6.92
CHEMBL4102616,CCCN(CCCCOc1ccc2ccnn2c1)[C@@H]1CCc2c(O)cccc2C1,Ki,6.92
CHEMBL391985,Cc1noc2c1C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,Ki,6.92
CHEMBL3664822,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccccc1,Ki,6.92
CHEMBL76355,Clc1ccc(-c2cc(C3CCN(Cc4ccccc4)C3)[nH]n2)cc1,Ki,6.92
CHEMBL2386620,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(Cl)nc2)CC1,Ki,6.92
CHEMBL92183,CCCN1CCC[C@@H](c2cccc(C#N)c2)C1,Ki,6.92
CHEMBL4799934,CC(=O)Nc1ccc(OCC(O)CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,Ki,6.92
CHEMBL326670,C[C@@H]1c2ccccc2N(C(=O)CN2CCN(Cc3ccc(Cl)cc3)CC2)[C@@H]1C,Ki,6.92
CHEMBL59324,c1ccc(N2CCN(Cc3c[nH]c4ccccc34)CC2)cc1,Ki,6.92
CHEMBL4598088,O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1,Ki,6.92
Lysergide,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,6.92
CHEMBL2386605,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(N(C)C)cc2)CC1,Ki,6.92
CHEMBL1259203,CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,Ki,6.92
CANADINE,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,Ki,6.92
CHEMBL3781840,CCCCOc1ccc2c(c1OC)CN1CCc3cc(OC)c(O)cc3C1C2,Ki,6.92
CHEMBL160536,Cc1nn2c(N3CCN(Cc4ccccc4)CC3)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1,Ki,6.92
CHEMBL420954,Clc1ccc(-c2cc(C3CCN(CC4CCCCC4)CC3)[nH]n2)cc1,Ki,6.92
CHEMBL105304,Cc1ccc(C)c(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)c1,Ki,6.92
CHEMBL465014,COc1ccccc1N1CCN(CCCNC(=O)c2ccc(-n3ccnc3)cc2)CC1,Ki,6.92
CHEMBL413343,CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,Ki,6.92
CHEMBL4571077,O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccn2)CC1,Ki,6.93
CHEMBL317879,CC1(C)Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,6.93
CHEMBL303502,CCCN(Cc1ccco1)[C@@H]1CCc2c(cccc2OC)C1,Ki,6.93
CHEMBL380597,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCCc4ccccc43)CC2)cc(C(F)(F)F)n1,Ki,6.93
CHEMBL3695439,CC#CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,Ki,6.93
CHEMBL3984387,Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1csnn1,Ki,6.93
CHEMBL421667,COc1ccccc1N1CCN(CCCNC(=O)c2ccc(I)cc2)CC1,Ki,6.93
CHEMBL130402,Cc1ccc(OCCNCCCSc2ccccc2)cc1,Ki,6.93
CHEMBL233592,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)CC1,Ki,6.93
CHEMBL3698013,COC(C)(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,Ki,6.93
CHEMBL3697994,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1CCCO1,Ki,6.93
CHEMBL5418819,CN(C)C(=O)C(CCN1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)C1)(c1ccccc1)c1ccccc1,Ki,6.93
CHEMBL3698023,O=C(C[C@H]1C[C@H](CO)C1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,Ki,6.93
CHEMBL2028033,CCCN[C@H]1CCc2c(cccc2CS(=O)(=O)C(F)(F)F)C1,Ki,6.94
CHEMBL27559,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3,Ki,6.94
CHEMBL5432478,O=C(NCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1n[nH]c2ccccc12,Ki,6.94
CHEMBL155826,CCCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,Ki,6.94
CHEMBL238402,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCN(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC,Ki,6.94
CHEMBL3647695,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCS(=O)(=O)C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Ki,6.94
CHEMBL585740,COc1ccccc1N1CCN(CCCn2cc(CCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,Ki,6.94
CHEMBL71275,CCCN[C@@H]1CCc2c(cccc2OC)C1,Ki,6.94
CHEMBL3799271,N[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,Ki,6.94
CHEMBL5280481,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@@H]1CC[C@@H](CNC(=O)c2cc3ccccc3[nH]2)C1,Ki,6.94
CHEMBL4242453,COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCc1cn(CCCCCCCCCCN(C)CCCCCNC(=O)COc2cncc(C#Cc3csc(C)n3)c2)nn1,Ki,6.94
CHEMBL352207,O=C1C(N2CCN(Cc3ccc(Cl)cc3)CC2)CCc2cccc3c2N1CC3,Ki,6.94
CHEMBL4542754,COc1cccc(N2CCN(CCCCCCN3C(=O)c4cccc5cccc3c45)CC2)c1,Ki,6.94
CHEMBL3960056,C[C@@H](NC(=O)CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)c1ccccc1,Ki,6.94
CHEMBL5071238,CCc1cccc(N2CCN(CC(O)CCNCCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)c1Cl,Ki,6.94
CHEMBL595489,COc1cc2c(cc1O)C1Cc3ccc(O)c(OC)c3CN1CC2,Ki,6.94
CHEMBL1180439,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2cccc(Oc3ccccc3)c2)CC1,Ki,6.94
CHEMBL216439,CN1CCCc2c([nH]c3ccccc23)Cc2ccccc2CC1,Ki,6.94
CHEMBL5427065,CCc1cc(Cl)c(OC)c(N2CCN(CC[C@H]3CC[C@H](NC(=O)C4=CC5C=CC=CC5N4)CC3)CC2)c1,Ki,6.94
CHEMBL3664884,Cn1cnc(S(=O)(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4OCO5)CC3)CC2)c1,Ki,6.94
CHEMBL3698015,CO[C@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C,Ki,6.95
NGB 2904,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,Ki,6.95
CHEMBL4456046,COc1cccc(N2CCN(CCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)c1,Ki,6.95
CHEMBL3698020,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(F)(F)F,Ki,6.95
CHEMBL4460564,COc1cccc(CN2CC=C(c3c[nH]c4ccc(OC)cc34)CC2)c1,Ki,6.95
CHEMBL320397,COc1cc2c(cc1O)CCN1Cc3c(ccc(O)c3OC)C[C@@H]21,Ki,6.95
CHEMBL4466677,COc1ccccc1N1CCN(CC2COCC(c3ccccc3)(c3ccccc3)O2)CC1,Ki,6.95
CHEMBL437687,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1C,Ki,6.95
CHEMBL228334,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC,Ki,6.95
CHEMBL3647685,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](CCCCNC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Ki,6.95
CHEMBL429453,CCN([C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1,Ki,6.95
CHEMBL3104515,Nc1ccc2c(c1)C(=O)C(CCN1CCC(C(=O)c3ccc(F)cc3O)CC1)CC2,Ki,6.95
CHEMBL4482896,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cc(F)ccc1F,Ki,6.95
